AccusedId,Qid,year,latitude,longitude
A/EGD/866,Q614314,1615,56.18888889,-3.973611111
A/EGD/871,Q182923,1617,56.11944444,-3.935833333
A/EGD/872,Q810794,1616,55.9024,-3.6431
A/EGD/873,Q810794,1611,55.9024,-3.6431
A/EGD/874,Q810794,1616,55.9024,-3.6431
A/EGD/875,Q1016911,1617,55.97527778,-3.610555556
A/EGD/878,Q654216,1618,55.46388889,-4.627777778
A/EGD/879,Q654216,1618,55.46388889,-4.627777778
A/EGD/880,Q1978003,1618,56.69146111,-2.783638889
A/EGD/881,Q1016911,1618,55.97527778,-3.610555556
A/EGD/884,Q1010416,1621,56.2608,-2.6263
A/EGD/886,Q1010422,1621,56.03333333,-3.383333333
A/EGD/887,Q1010422,1621,56.03333333,-3.383333333
A/EGD/888,Q1010422,1621,56.03333333,-3.383333333
A/EGD/889,Q1010422,1621,56.03333333,-3.383333333
A/EGD/890,Q1010422,1621,56.03333333,-3.383333333
A/EGD/891,Q2424554,1621,56.0554,-3.6293
A/EGD/892,Q691685,1621,56.11073056,-3.167369444
A/EGD/896,Q1017196,1622,54.8675,-4.443888889
A/EGD/898,Q1011336,1622,55.9447,-2.95417
A/EGD/900,Q1016911,1622,55.97527778,-3.610555556
A/EGD/901,Q239193,1622,55.95,-3.4
A/EGD/902,Q2014221,1622,56.0528,-3.3021
A/EGD/903,Q2014221,1622,56.0528,-3.3021
A/EGD/904,Q2014221,1622,56.0528,-3.3021
A/EGD/905,Q2014221,1622,56.0528,-3.3021
A/EGD/906,Q2014221,1622,56.0528,-3.3021
A/EGD/907,Q654216,1622,55.46388889,-4.627777778
A/EGD/908,Q1016169,1622,55.79388889,-4.863611111
A/EGD/909,Q1010422,1623,56.03333333,-3.383333333
A/EGD/910,Q1010422,1623,56.03333333,-3.383333333
A/EGD/911,Q1010422,1623,56.03333333,-3.383333333
A/EGD/912,Q1010422,1623,56.03333333,-3.383333333
A/EGD/913,Q1010422,1623,56.03333333,-3.383333333
A/EGD/914,Q1010422,1623,56.03333333,-3.383333333
A/EGD/915,Q1010422,1623,56.03333333,-3.383333333
A/EGD/916,Q1010422,1623,56.03333333,-3.383333333
A/EGD/917,Q1010422,1623,56.03333333,-3.383333333
A/EGD/918,Q1010422,1623,56.03333333,-3.383333333
A/EGD/919,Q1010422,1623,56.03333333,-3.383333333
A/EGD/920,Q1010422,1623,56.03333333,-3.383333333
A/EGD/921,Q1010422,1623,56.03333333,-3.383333333
A/EGD/922,Q1010422,1623,56.03333333,-3.383333333
A/EGD/923,Q1010422,1623,56.03333333,-3.383333333
A/EGD/927,Q1016911,1624,55.97527778,-3.610555556
A/EGD/928,Q1016911,1624,55.97527778,-3.610555556
A/EGD/929,Q2424554,1624,56.0554,-3.6293
A/EGD/930,Q2424554,1624,56.0554,-3.6293
A/EGD/931,Q2424554,1624,56.0554,-3.6293
A/EGD/932,Q2424554,1624,56.0554,-3.6293
A/EGD/933,Q3995788,1624,56.05,-3.55
A/EGD/934,Q2424554,1624,56.0554,-3.6293
A/EGD/935,Q2424554,1624,56.0554,-3.6293
A/EGD/937,Q1002133,1624,55.99833333,-2.522777778
A/EGD/938,Q1020260,1624,55.86944444,-2.090555556
A/EGD/939,Q1020260,1624,55.86944444,-2.090555556
A/EGD/940,Q1016911,1624,55.97527778,-3.610555556
A/EGD/941,Q1016911,1624,55.97527778,-3.610555556
A/EGD/942,Q1016911,1624,55.97527778,-3.610555556
A/EGD/943,Q1016911,1624,55.97527778,-3.610555556
A/EGD/944,Q1016911,1624,55.97527778,-3.610555556
A/EGD/945,Q1016911,1624,55.97527778,-3.610555556
A/EGD/946,Q2424554,1624,56.0554,-3.6293
A/EGD/947,Q2424554,1624,56.0554,-3.6293
A/EGD/949,Q1016911,1624,55.97527778,-3.610555556
A/EGD/951,Q1002133,1624,55.99833333,-2.522777778
A/EGD/952,Q5017806,1624,58.98,-3.28
A/EGD/954,Q1010416,1625,56.2608,-2.6263
A/EGD/962,Q282073,1626,56.1333,-3.08333
A/EGD/966,Q526576,1626,58.59611111,-3.521111111
A/EGD/976,Q323196,1626,57.0766,-2.77949
A/EGD/98,Q7242055,1591,55.9597,-2.961
A/EGD/988,Q1016738,1627,57.539,-2.46114
A/EGD/989,Q1016738,1627,57.539,-2.46114
